City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Ozernovskiy,RU,51.5,156.5167,33.03,72,30,3.89,scattered clouds
455,Arroyo,ES,41.6096,-4.7969,33.73,92,0,5.75,clear sky
456,Vikhorevka,RU,56.1201,101.1636,2.79,86,97,5.66,overcast clouds
457,Grootfontein,NA,-19.5667,18.1167,58.57,88,1,3.44,clear sky
458,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,62.89,86,0,7.63,clear sky
459,San Quintin,MX,30.4833,-115.95,59.52,40,0,0.43,clear sky
460,Hailar,CN,49.2,119.7,10.72,87,87,9.93,overcast clouds
461,Mossendjo,CG,-2.9506,12.7261,69.66,99,87,2.62,overcast clouds
462,Pocao De Pedras,BR,-4.6667,-44.85,72.23,98,87,2.55,overcast clouds
463,Ubon Ratchathani,TH,15.1667,105.1667,93.09,31,50,3.22,scattered clouds
464,Cleveland,US,41.4995,-81.6954,27.36,80,100,12.66,haze
465,Cairns,AU,-16.9167,145.7667,85.95,54,100,10.36,overcast clouds
466,Palma,ES,39.5694,2.6502,50.54,87,20,3.0,few clouds
467,Flin Flon,CA,54.7682,-101.865,28.24,98,100,6.11,light snow
468,Lerwick,GB,60.1545,-1.1494,42.8,73,97,30.67,overcast clouds
469,Palauig,PH,15.435,119.9045,85.03,65,67,6.91,broken clouds
470,Cervo,ES,43.6702,-7.4101,37.2,88,35,9.51,scattered clouds
471,Bairiki,KI,1.3292,172.9752,86.0,70,40,5.75,light rain
472,Bathurst,AU,-33.4166,149.5806,78.96,36,3,1.01,clear sky
473,Fort Nelson,CA,58.8053,-122.7002,2.79,85,100,6.91,light snow
474,San Cristobal,VE,7.7669,-72.225,69.98,79,88,1.36,overcast clouds
475,Saint-Pierre,RE,-21.3393,55.4781,82.08,78,40,10.36,scattered clouds
476,San Rafael,AR,-34.6177,-68.3301,72.91,42,5,7.45,clear sky
477,Bani,DO,18.2833,-70.3333,73.85,82,21,7.94,few clouds
478,Sukumo,JP,32.9333,132.7333,44.1,90,100,4.76,overcast clouds
479,Ketchikan,US,55.3422,-131.6461,39.67,93,100,21.85,moderate rain
480,Lasa,IT,46.6166,10.7002,31.46,48,14,8.93,few clouds
481,Raudeberg,NO,61.9875,5.1352,41.67,90,100,10.0,overcast clouds
482,Seoul,KR,37.5683,126.9778,44.11,24,0,6.91,clear sky
483,Porto Franco,BR,-6.3383,-47.3992,72.09,97,95,1.21,overcast clouds
484,Walvis Bay,NA,-22.9575,14.5053,70.09,88,100,3.44,light rain
485,Terrace Bay,CA,48.7834,-87.1,2.82,86,100,4.83,overcast clouds
486,Siyabuswa,ZA,-25.1132,29.0445,68.52,61,4,2.37,clear sky
487,Amapa,BR,1.0,-52.0,71.65,99,100,1.54,overcast clouds
488,Pangody,RU,65.85,74.4859,-3.93,91,100,13.96,overcast clouds
489,Beidao,CN,34.5686,105.8933,29.19,72,100,3.78,overcast clouds
490,Yayva,RU,59.3303,57.2641,5.0,90,77,2.66,broken clouds
491,Tibati,CM,6.4667,12.6333,62.33,25,46,2.91,scattered clouds
492,Pontes E Lacerda,BR,-15.2261,-59.3353,68.88,97,100,2.33,overcast clouds
493,Nara,JP,34.6851,135.8049,47.97,38,60,5.53,broken clouds
494,Wattegama,LK,6.7989,81.4808,84.33,53,73,9.06,broken clouds
495,Carmen,MX,18.6333,-91.8333,72.01,88,39,7.94,scattered clouds
496,Springdale,US,36.1867,-94.1288,39.33,61,0,5.75,clear sky
497,Olinda,BR,-8.0089,-34.8553,82.13,69,40,4.61,scattered clouds
498,Aransas Pass,US,27.9095,-97.15,54.99,65,0,10.36,clear sky
499,Nelson Bay,AU,-32.7167,152.15,76.28,65,36,1.99,scattered clouds
500,Lingao,CN,19.9103,109.6859,73.35,81,97,14.76,overcast clouds
501,Galesong,ID,-5.3166,119.3661,86.02,79,98,8.55,overcast clouds
502,Inirida,CO,3.8653,-67.9239,70.75,98,100,0.63,overcast clouds
503,Borogontsy,RU,62.6683,131.1683,-15.93,91,98,1.66,overcast clouds
504,Salinas,US,36.6777,-121.6555,57.72,78,0,0.0,clear sky
505,Almazar,UZ,40.3217,69.0106,38.91,77,100,3.56,moderate rain
506,Saint George,US,37.1041,-113.5841,52.36,37,0,3.0,clear sky
507,Tigil,RU,57.8,158.6667,16.39,88,98,4.45,overcast clouds
508,Collecchio,IT,44.754,10.2184,37.56,56,0,3.33,clear sky
509,Tucupita,VE,9.0622,-62.051,70.0,98,65,3.11,broken clouds
510,Souillac,MU,-20.5167,57.5167,82.78,78,75,12.66,broken clouds
511,Ichinohe,JP,40.2069,141.3017,33.37,73,100,10.83,overcast clouds
512,Tornio,FI,65.8481,24.1466,26.62,99,99,5.35,overcast clouds
513,Keningau,MY,5.3378,116.1602,86.45,49,83,5.95,broken clouds
514,Moerai,PF,-22.4333,-151.3333,79.61,80,98,16.42,overcast clouds
515,Evensk,RU,61.95,159.2333,1.29,69,20,8.75,few clouds
516,Datong,CN,40.0936,113.2914,27.41,19,3,4.56,clear sky
517,Huarmey,PE,-10.0681,-78.1522,70.97,81,100,8.08,overcast clouds
518,Liptovsky Mikulas,SK,49.0806,19.6222,32.27,97,98,7.0,overcast clouds
519,Ust-Kulom,RU,61.6864,53.6902,3.63,97,100,5.68,overcast clouds
520,Yerbogachen,RU,61.2767,108.0108,-6.86,91,95,9.06,overcast clouds
521,Imeni Poliny Osipenko,RU,52.4201,136.4853,3.81,88,100,3.29,overcast clouds
522,Oneonta,US,42.4529,-75.0638,34.09,95,86,2.75,overcast clouds
523,Zhangjiakou,CN,40.81,114.8794,26.89,25,2,2.62,light snow
524,Baoding,CN,38.8511,115.4903,43.21,21,0,0.63,clear sky
525,Dangriga,BZ,16.9692,-88.2321,69.98,80,1,1.54,clear sky
526,Mitsamiouli,KM,-11.3847,43.2844,81.41,79,90,16.71,moderate rain
527,Fujin,CN,47.26,132.0322,12.51,84,27,7.31,scattered clouds
528,Cosala,MX,24.4125,-106.6908,56.97,35,0,5.66,clear sky
529,Japura,ID,-0.3167,102.35,84.2,65,99,5.26,overcast clouds
530,Pella,RU,59.7775,30.8181,32.09,99,96,3.27,overcast clouds
531,Minervino Murge,IT,41.0843,16.0784,46.26,50,13,21.94,few clouds
532,Kongolo,CD,-5.3833,27.0,68.88,96,98,2.15,light rain
533,Bull Savanna,JM,17.8868,-77.5902,71.71,84,4,4.9,clear sky
534,Plettenberg Bay,ZA,-34.0527,23.3716,67.96,61,0,1.57,clear sky
535,Ocampo,MX,21.65,-101.5,45.61,79,60,5.39,broken clouds
536,Goundi,TD,9.3627,17.366,68.86,19,54,5.06,broken clouds
537,Bandarbeyla,SO,9.4942,50.8122,77.38,60,1,18.28,clear sky
538,Turhal,TR,40.3875,36.0811,44.85,82,94,6.29,overcast clouds
539,Lamu,KE,-2.2717,40.902,80.82,83,67,9.26,broken clouds
540,Simao,CN,22.7886,100.9748,68.99,31,3,6.78,clear sky
541,Saint Anthony,US,45.0205,-93.218,15.93,76,0,9.22,clear sky
542,Asaba,NG,6.2006,6.7338,72.3,93,41,2.08,scattered clouds
543,Morro Bay,US,35.3658,-120.8499,59.14,71,1,3.06,clear sky
544,Conakry,GN,9.538,-13.6773,75.27,83,77,4.61,mist
545,Tacoronte,ES,28.4769,-16.4102,61.97,47,0,11.99,clear sky
546,Jalu,LY,29.0331,21.5482,55.65,30,3,6.55,clear sky
547,Shizunai,JP,42.3339,142.3669,30.6,60,61,12.19,broken clouds
548,Krylovskaya,RU,46.3194,39.9711,36.84,79,100,7.49,light rain
549,Bud,US,39.447,-86.1758,18.82,93,77,2.68,broken clouds
550,Richards Bay,ZA,-28.783,32.0377,73.33,80,15,4.99,few clouds
551,Isangel,VU,-19.55,169.2667,78.91,89,100,23.0,moderate rain
552,Sambava,MG,-14.2667,50.1667,80.67,70,48,2.66,scattered clouds
553,Kirakira,SB,-10.4544,161.9205,81.9,80,100,10.36,light rain
554,Miyako,JP,39.6367,141.9525,38.48,48,100,6.71,overcast clouds
555,Yambio,SS,4.5721,28.3955,65.57,26,63,3.94,broken clouds
556,Mizan Teferi,ET,6.9833,35.5833,66.78,44,86,2.04,overcast clouds
557,Port Hedland,AU,-20.3167,118.5667,84.25,79,99,5.75,overcast clouds
558,Benguela,AO,-12.5763,13.4055,76.12,77,100,1.39,overcast clouds
559,Plainview,US,40.7765,-73.4673,38.52,87,100,4.61,moderate rain
560,Sekoma,BW,-24.4,23.8833,70.74,49,30,6.35,scattered clouds
561,Tezu,IN,27.9167,96.1667,67.1,43,94,3.15,overcast clouds
562,Sotnikovo,RU,51.8845,107.4791,14.09,67,40,4.47,scattered clouds
563,Wuhu,CN,31.3366,118.3755,37.31,100,100,5.17,overcast clouds
564,Nerchinskiy Zavod,RU,51.3088,119.61,1.98,94,100,3.58,light snow
565,Pereleshinskiy,RU,51.7148,40.1953,33.71,99,100,10.85,overcast clouds
566,Solnechnyy,RU,50.7214,136.6319,6.17,89,100,3.2,overcast clouds
567,Tapiramuta,BR,-11.8472,-40.7914,64.0,98,89,2.84,overcast clouds
568,Hervey Bay,AU,-25.2986,152.8535,82.04,59,28,8.99,scattered clouds
569,Nishihara,JP,26.1842,127.7558,71.26,68,40,23.02,scattered clouds
570,Ereymentau,KZ,51.6199,73.1033,10.04,95,78,6.78,broken clouds
571,Binzhou,CN,37.3667,118.0167,45.64,20,3,6.98,clear sky
572,Galle,LK,6.0367,80.217,82.92,67,88,4.99,overcast clouds
573,Tuyen Quang,VN,21.8233,105.2181,63.59,89,100,1.86,overcast clouds
574,Calama,CL,-22.4667,-68.9333,48.69,23,0,17.27,clear sky
575,Santa Cruz,BO,-17.8,-63.1667,72.86,73,9,12.66,clear sky
576,Necochea,AR,-38.5473,-58.7368,51.04,89,0,8.03,clear sky
577,Oss,NL,51.75,5.5333,49.05,92,100,14.97,overcast clouds
578,Banda Aceh,ID,5.5577,95.3222,84.36,68,74,10.04,broken clouds
579,Tsabong,BW,-26.0217,22.401,73.89,47,44,7.61,scattered clouds
580,Adolfo Lopez Mateos,MX,28.4667,-107.3,29.93,52,0,7.81,clear sky
581,Barabash,RU,43.2,131.4833,28.08,39,3,2.21,clear sky
582,Faya,SA,18.3851,42.4509,53.71,64,8,3.24,clear sky
583,Gat,IL,31.61,34.7642,53.4,100,31,4.5,scattered clouds
584,Pangnirtung,CA,66.1451,-65.7125,-18.13,92,100,5.73,overcast clouds
585,Gerash,IR,27.6652,54.1371,44.74,39,0,3.06,clear sky
586,Praia,CV,14.9215,-23.5087,64.94,88,20,6.91,few clouds
587,Fairbanks,US,64.8378,-147.7164,-1.86,70,20,5.75,few clouds
588,Sumter,US,28.7086,-82.0831,54.19,88,97,7.02,overcast clouds
589,Oulainen,FI,64.2667,24.8,12.83,98,90,4.92,overcast clouds
590,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,94,75,4.27,broken clouds
591,Santa Cruz De Tenerife,ES,28.4682,-16.2546,68.45,54,0,8.05,clear sky
592,Ossora,RU,59.2353,163.0719,10.67,92,100,8.37,overcast clouds
593,Trento,IT,46.0679,11.1211,39.34,39,0,31.07,clear sky
594,Kadugannawa,LK,7.2547,80.5242,84.87,30,86,2.86,overcast clouds
595,Puerto Varas,CL,-41.3195,-72.9854,59.22,94,100,2.3,overcast clouds
596,Tunoshna,RU,57.5459,40.1254,31.98,86,100,4.47,overcast clouds
597,Bria,CF,6.5423,21.9863,61.65,20,10,5.03,clear sky
598,Laguna,US,38.421,-121.4238,57.31,80,0,0.0,clear sky
599,North Shore,NZ,-36.8,174.75,80.4,90,100,12.24,overcast clouds
600,Libohove,AL,40.0311,20.2631,42.42,80,60,13.91,broken clouds
601,Nkhata Bay,MW,-11.6066,34.2907,73.6,78,98,2.86,light rain
602,Padang,ID,-0.9492,100.3543,87.85,65,97,5.35,overcast clouds
603,Rocky Mountain House,CA,52.3668,-114.9188,37.15,59,43,3.44,scattered clouds
604,Amahai,ID,-3.3333,128.9167,86.54,64,68,6.55,broken clouds
605,Ust-Koksa,RU,50.2696,85.6108,9.14,76,82,0.83,broken clouds
606,Kaoma,ZM,-14.7833,24.8,63.59,96,99,4.74,overcast clouds
607,Blairmore,CA,49.6,-114.4353,38.79,38,2,17.27,clear sky
608,Grajau,BR,-5.8194,-46.1386,71.85,96,32,2.01,scattered clouds
609,Quang Ngai,VN,15.1167,108.8,81.1,75,61,5.82,broken clouds
610,Kristiansund,NO,63.1115,7.732,41.65,70,75,24.16,broken clouds
611,Wilmington,US,34.2257,-77.9447,42.71,87,100,11.5,mist
612,Suntar,RU,62.1444,117.6319,-8.68,89,100,7.45,overcast clouds
613,Kerrville,US,30.0474,-99.1403,45.95,78,0,0.0,clear sky
614,Tabuk,PH,17.4189,121.4443,81.48,73,96,4.74,overcast clouds
615,Arequipa,PE,-16.3989,-71.535,59.92,66,60,2.84,broken clouds
616,Visnes,NO,59.3556,5.2242,44.82,81,94,19.57,light rain
617,Hindaun,IN,26.7167,77.0167,69.42,36,0,2.95,clear sky
618,Sao Joao Do Piaui,BR,-8.3581,-42.2467,76.62,74,75,1.83,broken clouds
619,Blagoveshchensk,RU,50.2667,127.5333,12.81,57,0,4.47,clear sky
620,Berdigestyakh,RU,62.0989,126.6992,-16.22,94,100,3.65,overcast clouds
621,Akdepe,TM,42.0551,59.3788,37.49,81,81,7.58,broken clouds
622,Waipawa,NZ,-41.4122,175.5153,66.94,93,100,5.79,overcast clouds
623,Anadyr,RU,64.75,177.4833,-26.9,75,20,2.24,fog
624,Rabaul,PG,-4.1967,152.1721,84.24,72,85,10.78,light rain
625,Cap Malheureux,MU,-19.9842,57.6142,82.89,76,99,15.82,light rain
626,Shitanjing,CN,39.2342,106.3439,22.28,55,60,5.03,broken clouds
627,Broken Hill,AU,-31.95,141.4333,88.83,19,53,10.42,broken clouds
628,Mehamn,NO,71.0357,27.8492,30.38,80,0,21.85,clear sky
629,Sembe,CG,1.6481,14.5806,65.77,45,31,0.81,scattered clouds
630,Maputo,MZ,-25.9653,32.5892,74.88,82,0,13.8,clear sky
631,Tabasco,MX,18.0,-92.6667,69.08,92,72,5.03,broken clouds
632,Kallaste,EE,58.655,27.1592,30.43,93,100,9.33,overcast clouds
633,Shadegan,IR,30.6497,48.6647,49.91,51,0,12.53,clear sky
634,Morros,BR,-9.4467,-46.3003,73.2,81,99,2.75,overcast clouds
635,Pandamatenga,BW,-18.5278,25.627,63.0,85,7,5.73,clear sky
636,Nouadhibou,MR,20.931,-17.0347,58.98,100,75,8.05,fog
637,San Andres,CO,12.5847,-81.7006,78.82,73,20,6.91,few clouds
638,Meadow Lake,US,34.8014,-106.5436,36.3,61,0,1.81,clear sky
639,Vestmannaeyjar,IS,63.4427,-20.2734,29.89,66,100,48.47,light snow
640,Hackettstown,US,40.854,-74.8291,35.49,96,100,3.13,overcast clouds
641,Puri,IN,19.8,85.85,81.12,62,4,4.27,clear sky
642,Kudahuvadhoo,MV,2.6708,72.8944,81.88,69,100,13.62,overcast clouds
643,Dalbandin,PK,28.8947,64.4101,57.4,23,63,4.5,broken clouds
644,Pocos De Caldas,BR,-21.7878,-46.5614,62.4,99,100,2.15,overcast clouds
645,Artigas,UY,-30.4,-56.4667,62.38,54,0,8.88,clear sky
646,Chisinau,MD,47.0056,28.8575,38.93,98,100,18.01,overcast clouds
647,Beyneu,KZ,45.3167,55.2,28.78,86,92,6.02,overcast clouds
648,Grenfell,AU,-33.9,148.1667,76.33,25,1,4.94,clear sky
649,Moron,AR,-34.6534,-58.6198,65.97,63,0,3.24,clear sky
650,Valdivia,CL,-39.8142,-73.2459,51.89,81,100,1.7,overcast clouds
651,Nyrob,RU,60.733,56.7202,-6.03,95,38,2.89,scattered clouds
652,Conde,BR,-7.2597,-34.9075,74.66,94,75,3.44,broken clouds
653,Sinnamary,GF,5.3833,-52.95,76.48,87,100,9.37,overcast clouds
654,Itacare,BR,-14.2775,-38.9967,75.67,89,99,1.79,overcast clouds
655,Baijiantan,CN,45.6333,85.1833,10.99,87,61,5.48,broken clouds
656,Macusani,PE,-14.0833,-70.4333,36.77,96,98,5.17,overcast clouds
657,Muros,ES,42.7762,-9.0603,50.23,86,7,6.11,clear sky
658,Filadelfia,US,39.9523,-75.1638,37.56,94,100,6.91,mist
659,Manicore,BR,-5.8092,-61.3003,73.78,97,100,1.23,overcast clouds
660,Bilma,NE,18.6853,12.9164,57.81,16,0,7.96,clear sky
661,Dangara,IN,29.6799,75.8931,65.91,42,2,4.36,clear sky
662,Frontera,MX,26.9333,-101.45,48.33,46,5,1.99,clear sky
663,Oranjestad,AW,12.524,-70.027,79.32,84,5,20.24,clear sky
664,Bambanglipuro,ID,-7.95,110.2833,87.93,60,100,6.13,overcast clouds
665,Ibra,OM,22.6906,58.5334,63.39,58,5,2.84,clear sky
666,Ajdabiya,LY,30.7554,20.2263,56.37,82,50,9.53,scattered clouds
667,Rodrigues Alves,BR,-7.738,-72.6509,68.95,99,78,2.51,broken clouds
668,Kuandian,CN,40.7286,124.7847,30.07,38,6,1.92,clear sky
669,Doha,QA,25.2867,51.5333,62.58,59,0,12.66,clear sky
670,Cooma,AU,-36.2333,149.1333,72.77,29,97,4.0,overcast clouds
671,Mastic Beach,US,40.7668,-72.8521,38.53,90,100,10.36,heavy intensity rain
672,Sabha,LY,27.0377,14.4283,52.63,20,76,6.87,broken clouds
673,Sosnovo-Ozerskoye,RU,52.5249,111.5418,14.18,82,72,12.95,broken clouds
674,Vanimo,PG,-2.6741,141.3028,84.31,72,100,4.56,overcast clouds
675,Kysyl-Syr,RU,63.8986,122.7617,-18.31,93,100,4.79,overcast clouds
676,Katima Mulilo,NA,-17.5,24.2667,63.57,95,14,5.03,few clouds
677,Pemba,MZ,-12.974,40.5178,77.23,82,97,7.56,overcast clouds
678,Lakes Entrance,AU,-37.8811,147.981,78.57,66,87,11.07,overcast clouds
679,Kidal,ML,18.4411,1.4078,62.2,11,0,9.75,clear sky
680,Rio Grande,BR,-32.035,-52.0986,62.94,82,1,11.23,clear sky
